pk_name,pk_address,pk_code,pk_type_cd,pk_type_nm,oper_se,oper_se_nm,phone,weekday_start,weekday_end,weekend_start,weekend_end,holi_start,holi_end,parking_space,fee_type,basic_fee,basic_time,extra_fee,extra_time,daily_max_fee,monthly_fee,latitude,longitude,coord_src,PRK_STTS_YN,PRK_STTS_NM,NOW_PRK_VHCL_CNT,NOW_PRK_VHCL_UPDT_TM,PAY_YN,PAY_YN_NM,NGHT_PAY_YN,NGHT_PAY_YN_NM,LHLDY_OPER_BGNG_TM,LHLDY_OPER_END_TM,LHLDY_CHGD_FREE_SE,LHLDY_CHGD_FREE_SE_NAME,PRD_AMT,STRT_PKLT_MNG_NO,BSC_PRK_CRG,BSC_PRK_HR,ADD_PRK_CRG,ADD_PRK_HR,BUS_BSC_PRK_CRG,BUS_BSC_PRK_HR,BUS_ADD_PRK_HR,BUS_ADD_PRK_CRG,DAY_MAX_CRG,SHRN_PKLT_MNG_NM,SHRN_PKLT_MNG_URL,SHRN_PKLT_YN,SHRN_PKLT_ETC,collected_at,최근접역명,최근접역호선,최근접역거리(m),역세권여부(500m이내),요금점수,면수점수,역세권점수,난이도점수,난이도등급,평일혼잡_00시,평일혼잡_01시,평일혼잡_02시,평일혼잡_03시,평일혼잡_04시,평일혼잡_05시,평일혼잡_06시,평일혼잡_07시,평일혼잡_08시,평일혼잡_09시,평일혼잡_10시,평일혼잡_11시,평일혼잡_12시,평일혼잡_13시,평일혼잡_14시,평일혼잡_15시,평일혼잡_16시,평일혼잡_17시,평일혼잡_18시,평일혼잡_19시,평일혼잡_20시,평일혼잡_21시,평일혼잡_22시,평일혼잡_23시,주말혼잡_00시,주말혼잡_01시,주말혼잡_02시,주말혼잡_03시,주말혼잡_04시,주말혼잡_05시,주말혼잡_06시,주말혼잡_07시,주말혼잡_08시,주말혼잡_09시,주말혼잡_10시,주말혼잡_11시,주말혼잡_12시,주말혼잡_13시,주말혼잡_14시,주말혼잡_15시,주말혼잡_16시,주말혼잡_17시,주말혼잡_18시,주말혼잡_19시,주말혼잡_20시,주말혼잡_21시,주말혼잡_22시,주말혼잡_23시
여의서로 공영주차장(시),영등포구 여의도동 8-1,1563914,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,280.0,5.0,280.0,5.0,,120000.0,37.53306819,126.91754289,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),38.0,2026-06-28 01:16:21,Y,유료,N,야간 미개방,0000,0000,Y,유료,120000,1156011000122,280.0,5.0,280.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:10:38,국회의사당,9호선,553,N,6,30,27,63,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
동아빌딩앞 노상주차장(구),영등포구 여의도동 14-0,1564068,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5302996530224,126.919577176287,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:39,국회의사당,9호선,287,Y,10,30,30,70,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
렉싱턴호텔뒤 노상주차장(구),영등포구 여의도동 13-0,1564262,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5309560903106,126.921132661482,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:39,국회의사당,9호선,428,Y,10,30,30,70,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
롯데캐슬앞 노상주차장(구),영등포구 여의도동 36-0,1564328,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,36000.0,200000.0,37.5202422355855,126.926374275404,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:40,여의도,9호선,267,Y,10,30,30,70,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
연희사러가쇼핑센터앞(구),서대문구 연희동 130-12,1564466,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,,,,,37.5675775054047,126.929046687551,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:41,가좌,경의중앙선,1199,N,5,30,0,35,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
대치유수지(구),강남구 대치동 78-29,1565220,NS,노상 주차장,1,시간제 주차장,,0900,1900,0000,0000,0000,0000,1,유료,200.0,5.0,200.0,5.0,16000.0,80000.0,37.5051780448826,127.068283474899,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:42,삼성,수도권 광역급행철도,605,N,4,30,24,58,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
일원동맛의거리(구),강남구 일원동 709-9,1566024,NS,노상 주차장,1,시간제 주차장,,1100,2100,0000,0000,0000,0000,1,유료,100.0,5.0,100.0,5.0,,50000.0,37.4910646642765,127.087328700731,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:43,대청,3호선,740,N,2,30,16,48,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
거주자우선주차장(구),강동구 성내동 540-0,1567464,NS,노상 주차장,3,시간제 + 거주자 주차장,,0900,1900,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,100000.0,37.5300981049478,127.123686336418,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:43,강동구청,8호선,282,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
유진상가앞(구),서대문구 홍제동 294-46,1567512,NS,노상 주차장,1,시간제 주차장,,1000,1900,1000,1500,0000,0000,1,유료,250.0,5.0,,,,,37.5911808459468,126.941914096094,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:44,홍제,3호선,285,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
위례성길(방이습지)(구),송파구 방이동 452-4,1567642,NS,노상 주차장,1,시간제 주차장,,0900,1800,0000,0000,0000,0000,1,유료,150.0,5.0,,,,80000.0,37.50880287522,127.135147640737,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:45,방이,5호선,795,N,3,30,12,45,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
봉상시길(구),송파구 잠실동 193-11,1568427,NS,노상 주차장,1,시간제 주차장,,0900,2100,0900,2100,0900,2100,1,유료,250.0,5.0,,,,,37.5099441136761,127.080413420849,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:46,종합운동장,9호선(연장),400,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
교통공원길(구),송파구 신천동 10-2,1568618,NS,노상 주차장,1,시간제 주차장,,0900,2100,0900,2100,0900,2100,1,유료,250.0,5.0,,,,,37.5162244306375,127.103599153394,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:47,잠실(송파구청),8호선,182,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
동작갯마을(구),동작구 동작동 102-65,1568620,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1900,0000,0000,1,유료,150.0,5.0,,,35000.0,100000.0,37.4959878595743,126.982617019684,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:47,구반포,9호선,728,N,3,30,16,49,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
테헤란로26길(구),강남구 역삼동 803-8,1568792,NS,노상 주차장,1,시간제 주차장,,0900,1900,0000,0000,0000,0000,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.4992563138183,127.036213311874,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:48,역삼,2호선,153,Y,8,30,30,68,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
은마아파트(구),강남구 대치동 316-0,1568804,NS,노상 주차장,1,시간제 주차장,,0900,1900,0000,0000,0000,0000,1,유료,300.0,5.0,300.0,5.0,,120000.0,37.4974180026259,127.065327020175,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:49,대치,3호선,346,Y,6,30,30,66,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
위례성길(구),송파구 방이동 18-0,1569863,NS,노상 주차장,1,시간제 주차장,,0900,2100,0900,2100,0900,2100,1,유료,250.0,5.0,,,,,37.5149488221386,127.119497899914,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:50,한성백제,9호선(연장),310,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
로데오길(구),송파구 문정동 3-2,1569866,NS,노상 주차장,1,시간제 주차장,,1100,2000,1100,2000,1100,2000,1,유료,150.0,5.0,,,,,37.4911037217194,127.12566258071,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:51,경찰병원,3호선,544,N,3,30,27,60,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
주공12단지상가뒤(구),노원구 상계동 647-1,1570020,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1800,0900,1800,1,유료,250.0,5.0,,,33000.0,150000.0,37.666785603208,127.057849856865,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:51,마들,7호선,206,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
논현로131길(구),강남구 논현동 279-99,1570038,NS,노상 주차장,1,시간제 주차장,,0900,1900,0000,0000,0000,0000,1,유료,400.0,5.0,400.0,5.0,,150000.0,37.5142631379849,127.0288551039,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:52,학동,7호선,247,Y,8,30,30,68,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
인왕시장앞(구),서대문구 홍제동 295-3,1570296,NS,노상 주차장,1,시간제 주차장,,1000,1900,1000,1500,0000,0000,1,유료,250.0,5.0,,,,,37.5915470994381,126.943964709969,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:53,홍제,3호선,277,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
주공3단지상가주변(구),노원구 상계동 736-0,1570842,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1800,0900,1800,1,유료,250.0,5.0,,,33000.0,150000.0,37.6531620931,127.05919914426,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:54,노원,7호선,217,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
주공11단지상가뒤(구),노원구 상계동 652-4,1570843,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1800,0900,1800,1,유료,250.0,5.0,,,33000.0,150000.0,37.665083125952,127.057077826279,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:55,마들,7호선,55,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
노원세무서 앞 공영주차장(구),도봉구 창동 15-0,1575014,NS,노상 주차장,1,시간제 주차장,,0800,1900,0800,1900,0800,1900,1,유료,250.0,5.0,,,,,37.6532829889508,127.051349448756,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:55,창동,4호선,359,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
방학동 월드상가 앞 주차장(구),도봉구 방학동 717-0,1575186,NS,노상 주차장,1,시간제 주차장,,0900,1800,0900,1800,0900,1800,1,유료,250.0,5.0,,,,,37.6679144363154,127.044582015338,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:56,방학,경원선,53,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
남부여성발전센터 공영주차장(시),금천구 시흥동 139-2,1575315,NW,노외 주차장,1,시간제 주차장,02-1588-1054,0000,2400,0000,2400,0000,2400,128,유료,120.0,5.0,120.0,5.0,,80000.0,37.462917,126.905718,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),115.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,80000,,120.0,5.0,120.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:10:56,금천구청,경부선,1316,N,2,14,0,16,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신성시장길노상공영주차장(구),광진구 구의동 558-11,1575375,NS,노상 주차장,1,시간제 주차장,02-456-2591,0900,1800,0900,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,100000.0,37.5548977135453,127.093667571274,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:57,아차산(어린이대공원후문),5호선,496,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신방화역 공영주차장(시),강서구 마곡동 739-0,1575751,NW,노외 주차장,1,시간제 주차장,02-3405-4581,0000,2400,0000,2400,0000,2400,198,유료,290.0,5.0,290.0,5.0,,109000.0,37.56706812,126.81757628,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),101.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,109000,,290.0,5.0,290.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:10:57,신방화,9호선,100,Y,6,13,30,49,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
송림 기사식당길 공영주차장(구),광진구 자양동 227-1,1575781,NS,노상 주차장,1,시간제 주차장,,0900,1800,0900,1500,0000,0000,1,유료,200.0,5.0,200.0,5.0,,90000.0,37.53789594634,127.076834383933,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:58,건대입구,7호선,606,N,4,30,24,58,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신성시장길공영노상주차장(구),광진구 중곡동 88-21,1575817,NS,노상 주차장,1,시간제 주차장,02-456-2591,0900,1800,0900,1500,0000,2400,1,유료,250.0,5.0,250.0,5.0,,100000.0,37.5567766681346,127.090881622489,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:58,아차산(어린이대공원후문),5호선,574,N,5,30,26,61,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
송림기사식당길(B) 공영주차장(구),광진구 자양동 601-9,1575861,NS,노상 주차장,1,시간제 주차장,02-2049-4540,0900,1800,0900,1500,0000,0000,1,유료,200.0,5.0,200.0,5.0,,90000.0,37.5319525135351,127.07555039482,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:10:59,뚝섬유원지,7호선,781,N,4,30,13,47,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
송림기사식당길(B) 공영주차장(구),광진구 자양동 584-3,1575869,NS,노상 주차장,1,시간제 주차장,02-2049-4540,0900,1800,0900,1500,0000,0000,1,유료,200.0,5.0,200.0,5.0,,,37.5315281672079,127.07494524855,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:11:00,뚝섬유원지,7호선,727,N,4,30,16,50,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
진흥로 공영주차장(시),은평구 역촌동 41-8,1576126,NS,노상 주차장,1,시간제 주차장,,0900,1800,0000,0000,0000,0000,1,유료,200.0,5.0,200.0,5.0,,140000.0,37.60100188,126.9198952,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),8.0,2026-06-28 01:16:56,Y,유료,N,야간 미개방,0000,0000,Y,유료,140000,1138010800018,200.0,5.0,200.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:11:00,응암,6호선,464,Y,4,30,30,64,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
